y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
12.77260039,1.23212442,-0.191176883,0.913548962,2.342214887,1.243895732,1.735785002,0.123126774,1.337969376,1.797436268,2.065016279
6.809569634,1.530787801,1.568319042,1.772268517,0.529119893,1.491370816,1.477876156,-0.862656191,-1.418778628,-0.29748109,1.276453827
10.91503141,1.010158065,0.98363305,0.67521377,0.566903798,0.311236727,3.339394297,1.75366773,1.708637052,0.880973905,-0.464518117
11.13163777,-0.440978824,-0.004291152,0.585704764,1.238061919,0.136344568,1.301884018,1.581513286,2.419974285,2.551947938,1.473907208
12.43662343,0.114677585,0.084481823,1.605697634,1.658903025,1.052004734,0.495603016,1.172187032,2.129340932,2.045378184,2.242372216
14.94242774,1.106764349,2.027446069,3.071410305,2.805242672,1.880359386,1.613209024,0.315244693,0.724073512,1.853628268,-0.482629465
12.70949289,1.896045905,2.656870634,0.605446277,0.421372886,2.510865404,1.817400896,-0.903030757,0.943008285,1.746011419,0.321683675
8.089931134,0.934878088,1.375028053,1.953748304,0.982437937,-0.05875999,-0.162539336,0.998472004,1.417575085,0.40047318,0.027838328
9.960823272,1.353097864,0.80286141,1.743364261,0.774670197,-0.469666502,1.250706015,1.275777547,1.20501259,3.118492019,-1.155526948
10.0187173,0.810601561,1.225047675,1.049276496,1.414651392,0.687084164,0.210467369,0.444922551,1.153761948,0.996345064,2.123663575
14.32098623,1.337428477,1.518416874,1.699911475,1.722321134,3.041964003,0.4481272,0.813495546,1.058411857,1.836810311,0.83148348
11.61516079,0.883659491,1.65578755,1.173050977,0.333167574,0.667831284,1.238702481,0.850891731,2.122283666,0.722361194,2.106248099
5.569771121,-0.735600279,-0.630825928,0.191089775,-0.976526529,2.449537895,-0.113105669,1.274741339,1.43967182,0.764086999,2.057019164
10.79490763,0.917435622,1.311550253,1.102107233,1.913766302,-0.400651286,1.011019948,0.721383919,2.066521929,0.382679288,1.529391369
7.451521941,1.17267028,1.496771605,0.13163436,2.211648842,0.007255273,0.588873256,0.419317979,1.169976671,-0.174797147,0.183443954
3.829445936,0.170328349,0.876047921,-1.243034701,2.422542224,1.40541867,0.754485236,0.196299393,0.173276558,-0.266472665,-0.423354965
6.925377582,0.115371784,0.287439348,2.527209563,1.534120223,-0.611143543,1.972276921,0.363038419,-0.85941997,0.290284596,1.195728829
11.78031085,1.105421878,1.302266941,0.879254208,-0.046176371,0.957002714,-0.08323693,2.941008471,1.67141974,0.842211681,1.977063253
8.460813686,1.197303916,1.337612713,0.812743979,0.060390962,1.140405789,1.273996767,0.581112816,0.170523574,1.473790163,0.26381534
13.47291623,1.930231761,2.67203762,1.011003183,0.149838893,0.008861516,1.83559978,2.752498506,0.043063045,1.829288285,1.493553266
10.19447931,0.466565349,0.665972969,2.701890145,1.717835886,1.267829819,-0.700003879,0.154262601,0.786672372,0.848485131,1.907447592
9.860465824,1.084066284,0.280874784,1.504557037,0.005191508,0.237094922,0.970941096,0.532731895,2.169317634,1.04106925,2.401365094
7.111381898,0.721052731,0.345357795,1.545256826,-0.401318421,0.554275236,1.990542616,1.398742371,0.664903523,-0.279164906,0.530985053
6.822629787,1.526370037,1.924220527,-0.333946109,1.555766388,-0.468552655,-0.997405314,1.267680929,-3.73E-05,0.375168084,1.759701793
9.411957682,0.729042687,1.010099512,2.274178313,1.754031823,1.395488795,0.435127447,-0.565814796,0.590374961,1.472967218,0.534813332
4.472370564,0.356309012,-0.755891782,0.236425322,0.698422549,-0.21160796,1.274746873,1.175262937,1.560386138,-1.310089903,1.682201405
10.35775795,0.651382552,1.30636989,0.492953217,0.536986237,4.157237863,0.551038227,0.179324657,0.664234226,1.577643659,0.514891063
8.977656008,-0.038695626,0.237652702,1.441211054,1.550038642,2.123918601,0.483557352,-0.244918837,1.432643567,0.722662567,1.452325837
7.663862759,0.09371569,-0.395042464,0.343039718,0.743423381,0.361784779,1.396204539,1.639974514,0.39572513,1.634368905,1.901111843
7.482300083,1.113535222,1.201750658,1.63106705,1.482075546,2.725774984,-1.722953206,-1.579186655,0.972793544,-0.432243055,2.016434309
6.938978601,1.259586593,0.642536673,1.390547688,-1.145938854,1.540258954,-0.805897395,-0.418978083,2.261841126,1.759670972,0.2059409
7.635562809,2.012179448,2.077393428,0.713567662,0.323395195,1.379512297,-0.913678762,1.082815386,0.52977259,-0.103285299,0.059821376
10.87090244,-0.228686815,0.947684338,0.737294388,0.751211478,1.397746706,1.907227804,1.207373409,1.550013994,0.87673185,1.799763714
8.747858486,-0.329240884,0.5742799,1.614680909,2.665305189,1.719312655,0.635397406,-0.180767214,0.347947987,0.741894519,0.770962467
7.208778882,0.582513494,0.433067645,2.033810821,2.396695847,1.166413463,0.68620361,-0.383798288,0.848026146,0.963575086,-1.249788733
15.10556018,1.279248671,0.581172956,0.552710616,2.698553967,2.524141773,1.224316408,2.104709947,0.915618417,1.814651481,1.698235663
5.705547673,-0.261161941,-0.523909834,0.825283966,1.453196021,-0.080859476,-0.73541442,0.867153273,2.776951908,1.629610538,-0.35523509
9.755945856,-0.044144589,1.129376671,1.698950555,0.010298952,1.135422306,2.262395763,0.179898729,1.180247264,0.897799003,1.264793554
6.367300467,-0.223838241,-0.706497564,1.23279573,0.081101044,0.077176891,2.413688735,0.968255632,1.278225364,1.018326203,0.31657185
9.474031081,1.267754379,2.073720011,0.185747736,0.912994716,3.030779493,0.283957047,-0.044633908,-0.501525533,1.249407026,1.272084753
14.32913852,1.443168205,1.958401689,2.189119448,2.39804845,-1.076654381,2.696536854,1.50668008,-0.19790974,1.871277161,1.658000196
7.320851631,0.762555202,0.5375341,2.307394922,0.400877323,-0.309288047,1.765344959,0.437596335,0.463613061,1.737738339,-0.765813166
9.179693692,2.764691537,2.218416078,1.508636165,1.012758094,0.624805514,0.704392407,-0.981711255,-0.423426221,1.53542069,0.276478087
9.106413809,0.055417195,1.404969039,1.109063068,2.252784411,-0.119311442,-0.127391356,0.888632398,1.53134955,0.578243059,1.411661041
10.112133,0.609517901,0.719096596,0.684391917,3.150320387,-0.042961361,2.334681289,2.1982154,1.400329548,-0.480763853,-0.888750763
13.71312765,1.282217995,1.510436448,2.897013803,2.596025034,2.565993908,1.585571283,0.217852032,0.870631095,-0.17756667,0.470469084
6.113476951,0.355888681,0.518662562,0.363893199,-0.028929742,1.062340665,0.166351224,1.422261447,1.262311659,0.590409421,0.583972679
15.44902965,2.458490108,2.440600595,0.712629078,1.19859565,1.107766662,2.255729632,0.833040625,0.37114701,0.820831549,2.765787533
7.149198512,0.955207048,0.553246532,0.763851901,-0.485463335,0.871700662,1.009881499,0.051763674,0.615483057,2.194823787,0.630851319
10.78014294,2.014057486,2.670270753,2.121436906,0.643322843,-0.285604205,1.452259487,-0.465658126,0.065799143,0.551676428,1.548227028
11.1573326,1.486805576,1.116711246,2.426335627,-0.199160702,2.037780226,-0.139870157,-0.362396697,0.318542977,2.646765604,1.504835358
9.868174501,1.488344064,2.143017755,2.998403611,-0.238234317,-1.385652778,1.222576985,2.146593953,-0.484053575,2.479527522,-0.578307546
9.376532122,1.01148897,0.744771909,0.652029882,-0.043968328,0.30787079,2.519226032,1.446628546,0.947121443,1.167790905,0.617861685
6.116733762,0.775874426,1.07108504,1.458409174,-1.679003946,0.796046174,-0.316723589,1.506724769,2.244084568,-1.070203981,1.089693408
11.06397723,1.600166686,1.430274437,1.206834007,1.933588431,0.423215265,1.78669986,2.270756346,-0.066314369,0.47112073,0.224465129
14.10985887,1.240439828,0.49676967,-0.08862588,0.109809968,2.3049866,1.415264765,2.212658488,1.391145317,3.060032227,1.989384517
6.01705258,0.610764649,-0.31147078,-2.011394446,0.789721033,1.523574379,0.674740731,1.02974107,1.035994417,0.83118955,1.940324069
11.9813591,2.616043647,2.723740623,2.535399314,0.502804742,1.396208732,0.208804325,1.183826038,-0.626055553,0.721108475,0.492387465
8.853819437,-0.37316206,0.051991139,0.722003202,1.940314011,0.59594589,2.561608839,0.872316815,1.33689607,1.543571389,-0.485367457
8.716124179,0.850693258,1.661682347,0.317778934,-0.461685319,2.95173264,0.96441654,2.566318356,-0.625604384,-0.486452122,1.36039993
2.875285146,0.199353692,-0.181263754,-0.070683234,1.908050307,-0.752103351,1.264545538,0.559112982,-2.347384695,0.301050652,1.485254189
11.17002871,0.162056704,1.580052254,-1.939796249,1.814323698,0.591719005,3.034702172,1.448611969,2.192346072,1.210006174,1.110747968
5.689740689,0.534566876,1.271208378,3.083835039,1.213474378,-0.482270628,-0.625008355,0.914961188,-1.788858862,1.222260483,0.535423779
6.587629108,0.178596274,0.2811407,0.032737189,1.868637902,0.24445696,1.321412387,2.598574507,-0.052991809,-0.079256901,0.717919112
13.00066078,2.190958623,2.010448908,-0.230465236,1.106048051,0.956579948,2.238280112,1.068735121,0.571115033,1.254550183,2.069619507
12.25255003,1.191470861,1.018030763,1.326475313,2.613920394,1.844382933,1.66274436,0.457316301,-0.201056335,0.817367763,1.340111719
6.547380885,0.500945407,0.836113793,2.219486176,0.15733667,-0.537573308,-0.160032669,2.051844536,0.7371419,-0.6046421,0.86939414
8.063076049,0.480237719,1.606823476,1.785856492,0.546434339,0.754097586,0.781603499,0.307670869,1.160386444,0.095197282,0.711299771
16.27953779,2.92611788,2.450700523,1.842175849,1.974829698,0.47376461,0.780384256,0.555229674,0.420225071,2.200016588,2.536279105
10.99923875,1.479595908,1.886095128,0.518253947,2.438135352,1.390987333,0.541449715,1.391055366,0.032101671,0.818884917,0.738987238
12.97848014,1.442507938,1.890000853,1.24426069,1.137487745,2.082857248,-0.28470854,0.5525488,1.562284098,1.663834323,2.064457637
5.014707619,0.9134004,1.127916322,-0.086056709,0.385611198,2.43318932,1.107206083,-0.944149325,1.153488887,-0.230718726,-0.851031617
12.7847003,1.263162597,1.731100391,2.338690517,1.986739069,2.497125276,0.563889952,0.518915566,-0.437163386,0.921772611,1.156819088
13.32612043,1.513404837,1.177291597,1.31721081,1.566525375,1.887319964,0.692336057,2.152494784,0.824991428,1.702517417,0.404717177
13.72990236,1.287767258,1.907451266,0.347457344,0.731677192,0.960682115,0.427739357,2.839026332,1.444086146,2.11958025,1.509064496
13.0294721,1.101215964,1.165160562,1.933426919,1.588313652,0.861313937,2.433690512,-0.619058873,0.996174703,0.774604465,2.353799131
18.06694025,2.730262705,2.004392147,1.536982823,0.76567422,1.487230817,-0.003877442,2.117864802,1.853096383,2.527877396,2.48657573
12.52570903,0.559241283,0.017418693,1.966574844,3.383252058,0.774644264,0.081279608,0.576655371,2.934596739,2.624068752,-0.492627545
12.35650077,0.800931038,1.36539866,2.388690037,0.654367654,-0.517414053,-0.268857188,2.820816642,1.224141234,2.912456857,1.097610343
9.834968375,0.615139914,2.061024529,2.178937344,0.956276555,0.722417175,0.069263898,1.43801681,2.406608727,-0.307369825,-0.428977311
6.888272382,0.390164407,0.749731756,1.327015379,-1.074872989,0.819850918,0.033918085,0.960847105,2.218385313,1.91787551,-0.484695813
10.08065108,1.422328691,1.286866728,-0.096538069,1.503573878,0.082209847,0.385157797,1.137152647,2.109283118,1.680695907,0.617074171
14.61235733,1.362242987,1.190405054,1.095678331,1.385472209,0.65429846,2.493031389,-0.929055683,2.362486311,1.704367723,3.210698496
2.677959625,-0.19779918,1.201858023,0.170871724,1.556062834,-0.442457133,-1.489337268,0.140570938,0.305383838,1.569277904,-0.332633279
10.77770561,1.855425089,1.745697608,1.239784906,1.695430522,1.634243013,2.537381528,0.270095507,-0.241015975,0.50585847,-0.417260566
10.09190321,0.410611641,-0.35849732,-0.125534026,1.433365611,1.247876173,2.0632238,-0.415257673,2.076594247,1.92691179,1.917151734
10.34403613,0.039199096,0.417312332,0.173350598,2.272814214,0.922853483,0.937899511,2.541621167,0.264069861,1.327569534,1.295696845
6.334221851,1.143783459,0.629642592,-0.41553121,0.00877503,0.830963621,-0.224808354,1.09681527,0.941510915,0.209388543,2.237664494
16.13037599,1.016999327,1.63785913,0.944439772,1.422897989,1.365544945,0.918958564,2.615626904,2.961246672,2.043854388,0.922592118
13.54980785,1.655814215,2.064479185,2.71567381,0.91391094,0.566867337,0.290257733,1.544918502,2.808661312,-0.545613961,1.312599753
11.77031252,1.911588737,1.745928747,0.068138878,1.20445311,0.31920116,1.182354582,0.404153242,1.307835817,1.668164408,2.272043233
2.505081745,0.051329373,0.475597524,0.778702588,0.700725751,0.730739434,0.562035347,0.073567859,-1.094795966,-0.118131408,0.25846997
10.03343563,0.85698646,0.77592046,-1.180466461,0.814403859,2.932551686,0.608280119,0.969453733,1.710655096,1.501086251,1.128736053
9.151228978,0.829104203,-0.267288694,0.896786409,-0.412098929,0.596463568,1.811676769,1.685391016,1.352513209,1.218046538,1.387914315
10.2772559,0.627634106,1.209033727,-1.308968589,0.8715239,0.743640578,1.61727856,1.061282183,1.749194346,2.05580011,2.233110421
14.41311016,1.188757744,1.356185264,-0.552215905,2.406322928,1.529816773,1.143979058,2.246176231,1.03648193,1.615500527,2.491250633
10.57229834,1.276509931,0.771272836,0.765629983,-0.026999068,0.130889854,0.274730701,0.900333511,2.27119199,1.029114491,2.895590133
14.58162695,1.572836734,1.324639855,0.001286665,1.460495863,0.56124564,2.789257398,2.789947495,0.813915416,2.4249286,0.669395277
9.800017616,0.873098772,1.166903213,2.158838043,-0.5093344,0.863852469,-0.18632989,1.641702383,0.351606905,2.145607607,1.136673668
12.87776646,-0.295665617,-0.13156081,0.32459851,2.322827751,1.863985601,2.340383659,2.92017637,0.823786629,0.721536408,2.080662004
8.046365796,-0.128994649,0.563323761,0.060175835,-0.281481842,0.899676769,-0.540266728,2.160256116,1.288103687,1.29174841,2.711311233
10.3652647,3.029720672,2.037700309,0.725548878,0.398475021,0.63309745,0.740585395,0.912864459,1.466700992,-0.247796012,0.751741223
12.55073761,1.046610736,1.052783611,-1.243399407,-0.336782286,3.036046987,3.465345149,0.252996478,2.071542828,1.886426073,1.077703493
9.653483577,2.288602744,1.549386281,0.161287417,-2.239247417,0.620735382,1.761461382,1.309276923,0.728909326,1.264751348,1.752016121
13.56599495,0.380856333,0.703955868,3.54123948,0.820134631,1.010182909,1.339556028,2.5732121,0.599161464,2.148954757,0.753980791
11.74015221,1.15614322,1.893089136,0.785484819,1.346890134,2.433608446,0.129328213,2.559514398,0.374406954,0.686082999,0.237902348
4.668924893,0.558737121,-0.866016474,0.181349015,0.390329135,1.139968124,0.226247513,0.160204269,0.960103674,1.604621987,0.92596737
13.16449636,1.244874624,-0.355512508,3.616228489,1.535618067,0.922730391,1.991508373,0.315672102,1.55670805,0.503185967,1.884150671
9.002014041,0.344402261,0.638067658,1.261037627,-1.172687729,-0.247561336,2.845185825,1.988354827,2.52611854,0.885158368,-0.017947759
16.34388063,2.479594683,2.214198589,1.39351988,2.301730343,1.043664493,1.671086345,2.90158928,1.535014601,0.580881373,-0.223714411
9.65514904,2.187252467,1.314329658,0.955916143,-0.049667767,1.117239864,1.835822539,-0.288536267,0.682889177,1.567415615,0.442706407
12.37030699,0.176935705,0.806140525,2.599615368,2.045080613,-0.445095397,1.140381016,2.485971098,1.080295901,0.90186657,1.651335051
12.64732449,0.134141018,0.586436418,2.286014456,1.892942919,0.714128634,2.130410963,2.074726296,-0.889263164,2.22943922,1.704652171
11.02469724,1.096525903,0.909595392,0.76718261,-0.65207136,1.026018988,0.645131671,2.14519232,2.357276331,1.110857486,1.605049808
14.31400739,-0.118022401,0.150312874,1.487431766,1.926474678,2.797608172,0.909243087,0.804201055,2.04242161,1.940123319,2.939538522
8.897704818,-0.015086671,-0.504181244,0.14811917,1.352972752,0.739232778,0.519581575,2.317191542,1.812282367,1.576307382,0.92362169
11.52448728,2.892634339,3.24650427,1.282163713,1.099804947,0.683101418,0.143191792,-0.000941988,2.775110933,-0.413346266,0.50170567
9.981433547,0.238182503,0.108405355,1.564431821,2.837918827,0.213249423,1.049239272,0.458137006,0.345255121,0.721723471,2.504514891
8.015528158,1.743608783,0.511955002,1.352535413,0.796005217,0.650016453,1.601711931,0.167714981,-0.450506462,0.910088536,0.937202028
9.789322841,0.525703888,1.796146399,2.352997172,0.080869733,0.167725685,0.17495186,1.228879788,1.723822853,0.173207988,1.627889327
8.797319743,0.007327602,1.910348233,1.53258459,0.780409756,-0.465510701,1.544024372,1.430631235,1.294129191,-0.269432194,1.074267438
8.621552068,1.367837117,0.866219248,1.520528546,0.705985304,-0.007476374,1.654263665,0.306405983,1.11718409,-0.633937183,1.793466075
13.544987,2.144730729,0.393645175,0.269572698,0.628806352,1.482049544,1.422851203,0.596144734,2.071347098,0.791664564,3.502916983
8.96098218,1.044451697,0.861289691,1.152498296,1.42009248,0.754676149,-0.323983017,0.875505994,-0.031663721,2.052590083,1.494363676
10.82790962,0.562017158,1.113023799,1.098846984,1.138393142,1.19049347,0.870461998,1.955646659,0.827674582,2.061495045,0.088898634
10.42654776,1.372295411,0.678285068,3.200165487,0.130021095,0.802064821,1.670639499,-0.673741467,1.545152251,0.852842461,0.972507038
12.05336867,1.577937751,1.544693922,-0.19223935,2.043066823,1.819397992,0.639469004,1.804689259,-0.488893932,0.544853087,2.26134351
11.00891432,0.858683217,0.409720037,2.122116065,2.746364096,0.665714697,0.727375946,-0.116109113,0.872337716,2.229186529,0.583040059
11.5056219,-0.437250926,-0.390918013,1.358042323,-0.246375493,1.2459127,3.152470322,3.250969935,-0.801035514,1.719848085,2.583447471
4.597224892,0.36578398,0.540843179,0.645264627,0.737211696,0.177921618,0.551597838,-0.537957636,0.586547168,0.886354473,0.676389791
11.41227891,2.08363078,1.654595047,-0.623008881,-0.19682496,1.817607838,1.009753781,0.419486696,1.514501498,1.689105176,1.931449109
1.643846595,-0.386333556,-0.171493531,-0.109682942,-0.737603972,0.976607181,-0.353972687,0.497559719,-0.314544927,-0.963484857,2.793841245
7.135780477,0.805763969,0.030968722,0.445177699,-0.004406054,0.469037756,1.383596278,0.210145589,2.096769436,-0.8640515,2.780697676
5.251142994,0.58113417,0.597186716,0.242709812,1.043273228,1.147978323,-0.287529119,0.120232288,-0.007843482,0.388810829,1.092863822
12.43589097,1.8166931,1.19958932,1.47977731,0.505630463,1.877453611,2.127201322,0.131472754,2.291845734,-0.295637894,1.568225624
8.237794792,-0.438115346,-0.329677651,0.229057264,1.612260627,1.430414353,-0.334549665,0.287299106,2.156661991,1.817216997,1.738822051
12.94482003,2.804184712,2.761490396,-0.254885229,2.379565598,-0.625412863,1.995653442,0.383532503,1.782707433,0.962677091,0.296159286
7.459707492,-0.998107953,0.005929046,1.379069166,1.31266022,0.720407319,0.84729431,3.510432048,0.763269983,0.10949497,-0.074538588
3.093671787,-0.899747407,-0.910232846,0.607818453,1.264648287,0.370621445,-1.135690537,0.37373681,1.74655961,-0.80406526,2.333021346
5.242163406,-0.827340625,-0.130074088,-0.338391328,-0.696173448,1.023442187,2.205253662,1.224488997,2.727222444,0.057209181,0.103155223
6.776773335,1.821314647,1.030302042,2.37518369,-0.185828448,0.952015418,-0.130672656,0.017964814,0.533986903,1.37448254,-0.604827707
13.42988701,1.845479638,3.329933574,1.716843294,1.030904546,2.581878956,-0.048606178,0.935600808,0.806954829,1.640840659,-0.571343952
17.87680769,3.087001341,2.334531028,0.259838083,3.232477165,-0.459541297,1.625271812,3.187796942,3.275471061,1.591282019,-0.11264215
8.133230359,1.492748388,0.188314662,1.558332689,1.362649413,0.685731645,0.730896277,0.714666647,0.32263651,-0.640887556,1.726860606
12.15138772,1.711482046,2.677593574,3.31588859,1.355018318,1.256858827,1.053898055,-1.032670861,1.218626806,0.031483003,0.395637142
8.628518268,1.341616722,1.822994593,-2.064911789,1.439933571,1.606745148,1.352738241,2.239026273,-1.041240793,-0.052283134,1.946283556
14.8916365,3.791529244,2.092330353,0.874830793,0.925581147,-0.384981744,0.509625054,0.391564354,2.772695163,0.76176006,2.996501472
10.48564736,0.39609995,0.918604055,1.705216711,0.949493726,1.352930844,0.442772539,1.281552212,1.902266513,0.233511168,1.161191934
5.847301352,-0.406291575,-0.0927264,1.126605976,1.0968203,-1.089436209,0.793813859,1.926182254,1.673569642,0.106020041,0.790316052
13.86047019,1.725340857,1.996968205,1.245697949,1.947234108,1.544026583,2.446769467,2.18723941,0.682609981,0.385952229,-0.386061447
6.674613955,1.814906331,0.74551796,-0.248649579,-0.111750301,1.141770622,0.921516889,-0.630111977,0.774875073,0.486343,1.472312587
13.72608794,0.790311185,0.604324559,3.4155593,1.088711162,0.423505778,1.727765221,0.05433378,1.530405244,1.20458215,3.15761246
7.325683001,-1.601918278,-0.758869743,1.853444071,2.41040769,-0.205211697,-0.272182725,-0.347770776,1.761499852,2.120816113,2.485014596
12.4025172,1.315345585,1.847651391,0.104514796,2.675618645,1.725685704,1.990767632,-1.34777482,2.621082866,-0.042414501,1.471863891
9.519040577,0.218074737,0.018996097,1.007026963,1.759485347,0.897836028,2.251113029,1.275107876,0.972262471,0.617846326,0.528172001
5.630006842,1.155658795,1.119576487,0.050438967,0.181562285,0.851411582,-0.085604871,1.336149838,0.558742064,-0.353920951,0.964333448
11.44249426,1.860084036,0.807446985,1.075485344,2.116501661,3.255152736,0.519175154,0.621424654,0.514903034,0.086828048,0.768633271
8.710451582,1.533923611,1.562644668,-0.544006677,1.211878514,1.766748207,-0.347681254,1.128747178,1.068238388,1.563230098,-0.265227611
12.70220423,-0.128293647,0.012378519,1.154980518,1.585449012,0.468823322,3.330484962,2.264106145,1.269321395,2.449759893,0.451348654
4.426963753,0.852974599,1.166418818,-0.618944766,0.258087261,1.11461787,0.346143813,1.197915255,0.163188145,0.66226527,-0.646602544
12.49818946,1.494575951,0.884452224,1.539643925,1.162194653,1.977771373,1.323979833,1.725791808,1.162417498,-0.118970094,0.969009416
13.27570965,0.644759325,1.592585645,2.709671401,2.720380932,1.205998033,-0.316761456,2.446450704,1.201437814,0.49175963,0.499560165
10.07793874,1.703446267,1.187836595,-0.214027076,1.694453816,1.481096084,1.939823543,0.780255898,-0.079083909,1.626729152,0.32424184
7.215252561,0.062453503,-0.025583296,0.686905194,0.064059365,2.034710877,1.103253876,1.005086074,0.165353548,0.523794947,1.72932537
9.566340725,0.018023218,-0.275975044,4.669364405,0.559319088,-0.763567063,0.825909792,1.167286745,0.401738004,0.604647366,2.219583633
14.38866542,2.319963727,2.487596863,1.216911844,0.812132276,0.326362779,-0.343758058,0.5833714,2.23516034,2.267987224,1.950065326
12.6939714,1.82691049,-0.512025161,1.176025069,2.993046066,-0.027211806,1.981564123,-0.245155392,1.388738128,1.132911533,2.534117142
3.560488344,-0.240989315,-0.813188927,0.686893695,-0.804102807,0.671752426,0.313649178,0.580444565,0.099358783,1.326641383,1.631515947
2.991456661,0.483645761,0.0018537,0.64769987,2.384747079,1.091666209,0.865120203,-1.680238966,-1.284635996,-0.200805419,0.680419836
7.320033819,0.305525759,0.574427007,1.153499581,0.360568181,0.547862817,3.664456439,0.163183124,-0.394133956,1.060804879,-0.311352638
8.570076524,0.281537194,0.394396667,1.364248295,-0.141017267,2.42413213,1.596429892,0.771420312,2.957503447,-1.045927712,0.228595018
11.68389159,0.915305954,1.319606391,-0.029839233,1.7847366,2.338384221,-0.33634073,0.146883844,1.556815329,1.471719907,2.152507006
8.516703507,1.755686421,1.926240861,0.711020138,0.605478521,0.712008316,0.177228362,0.560382921,1.070358652,0.342302298,0.742995484
11.47691492,1.659545536,1.582703076,2.280457492,1.40386254,1.633571324,0.904197069,0.804475172,-0.276952888,1.0377445,0.455536283
11.80046048,1.487730872,1.310795755,0.216938432,0.800037752,0.91333295,-0.296036689,2.966159867,1.326689732,1.711578402,1.590515759
10.40972443,1.118868205,1.065503656,2.775540496,0.877474962,2.413480318,1.431258388,-0.392524049,-0.216774948,0.150015274,0.939909056
5.663943537,0.664568557,0.875935243,1.577900212,-0.251987586,-0.072747912,0.553710902,0.058315259,0.637765741,0.687900695,0.836654827
11.81327367,1.707238856,1.869030275,1.253043952,0.24994277,1.088257205,2.670732433,1.420135409,0.363905498,0.119779314,0.777102375
10.13203484,1.863435837,1.11935238,1.237593443,0.345123796,0.227424302,-1.472248861,2.527028842,0.606025826,1.518086736,2.009319085
8.356388359,0.075345193,0.580836419,0.939653624,1.73350117,0.408161867,1.290485336,0.380110604,1.240663974,0.451511361,0.920671148
10.61061969,1.682678072,0.781638533,1.275679033,1.561938485,0.670547045,1.549458416,-0.8592135,2.868379349,1.220722422,0.15084116
15.73950909,2.685539608,2.462065627,1.080999867,1.235529537,2.80240265,2.075995446,2.162513341,1.303564208,-0.708020074,0.746026978
11.08886301,1.945974052,1.595603183,0.40154774,1.02963343,2.48190037,2.416710991,-0.42271099,1.375659144,-1.337268542,1.595258257
11.26136297,0.391624725,0.375302552,0.219218499,1.910001207,0.724541973,1.519182573,3.073243631,0.487809286,3.207653835,-0.43109398
10.83369021,1.395786574,0.907825976,0.291360391,2.14857382,3.635154941,-0.220724596,2.072161875,1.278874571,0.564692397,-0.95509529
19.04415003,2.654201634,3.287798736,3.022616582,1.312282838,1.355526225,2.26112987,2.575952986,2.516740159,0.459193136,-0.150646838
6.856759436,1.440102792,1.83047344,-0.839568512,2.318285009,-0.115724596,-0.376313562,1.868771862,0.412962693,-2.359908331,1.721996848
